,dates,T,T_est
586,2018-01-08 14:06:48,11.28,11.97134679555893
587,2018-01-08 15:28:28,9.524555555555555,10.781019951616015
588,2018-01-08 16:50:08,14.856622222222223,8.785193945680346
589,2018-01-08 18:11:48,14.7447,13.943617436275662
590,2018-01-08 19:33:28,14.050533333333334,13.324434351017125
591,2018-01-08 20:55:08,,
592,2018-01-08 22:16:48,,
593,2018-01-08 23:38:28,,
594,2018-01-09 01:00:08,,
595,2018-01-09 02:21:48,,
596,2018-01-09 03:43:28,,
597,2018-01-09 05:05:08,,
598,2018-01-09 06:26:48,,
599,2018-01-09 07:48:28,7.8030333333333335,7.751786583690282
600,2018-01-09 09:10:08,7.341911111111111,7.720962609563555
601,2018-01-09 10:31:48,7.6658,8.005299560725689
602,2018-01-09 11:53:28,15.59,10.123409181833267
603,2018-01-09 13:15:08,15.632377777777778,10.06893680691719
604,2018-01-09 14:36:48,15.61,12.683204531669617
605,2018-01-09 15:58:28,15.29,14.019060119986534
606,2018-01-09 17:20:08,15.65,12.32999444433621
607,2018-01-09 18:41:48,15.362002222222223,12.831623317788562
608,2018-01-09 20:03:28,,
609,2018-01-09 21:25:08,,
610,2018-01-09 22:46:48,,
611,2018-01-10 00:08:28,,
612,2018-01-10 01:30:08,,
613,2018-01-10 02:51:48,,
614,2018-01-10 04:13:28,,
615,2018-01-10 05:35:08,,
616,2018-01-10 06:56:48,,
617,2018-01-10 08:18:28,12.08626148148148,11.158439370975675
618,2018-01-10 09:40:08,12.14,10.082069158554077
619,2018-01-10 11:01:48,12.32,12.862406551837921
620,2018-01-10 12:23:28,11.694222222222223,10.930314123630524
621,2018-01-10 13:45:08,11.56868888888889,14.043775939515658
622,2018-01-10 15:06:48,11.585600000000001,12.284679689577647
623,2018-01-10 16:28:28,12.213688888888889,12.919747169528689
624,2018-01-10 17:50:08,9.955074074074073,12.293844505508929
625,2018-01-10 19:11:48,10.340722222222222,12.443681525251877
626,2018-01-10 20:33:28,,
627,2018-01-10 21:55:08,,
628,2018-01-10 23:16:48,,
629,2018-01-11 00:38:28,,
630,2018-01-11 02:00:08,,
631,2018-01-11 03:21:48,,
632,2018-01-11 04:43:28,,
633,2018-01-11 06:05:08,,
634,2018-01-11 07:26:48,13.811555555555554,13.792214702938406
635,2018-01-11 08:48:28,14.11,13.479010207312447
636,2018-01-11 10:10:08,14.34,11.654165625572205
637,2018-01-11 11:31:48,13.54,13.627350568771362
638,2018-01-11 12:53:28,13.2,13.924371983323779
639,2018-01-11 14:15:08,12.82,13.32068978888648
640,2018-01-11 15:36:48,23.0,22.363824026925222
641,2018-01-11 16:58:28,12.324155555555555,14.455370217561722
642,2018-01-11 18:20:08,12.277668148148148,14.7495322217591
643,2018-01-11 19:41:48,12.550797777777777,14.677237778125216
644,2018-01-11 21:03:28,,
645,2018-01-11 22:25:08,,
646,2018-01-11 23:46:48,,
647,2018-01-12 01:08:28,,
648,2018-01-12 02:30:08,,
649,2018-01-12 03:51:48,,
650,2018-01-12 05:13:28,,
651,2018-01-12 06:35:08,,
652,2018-01-12 07:56:48,15.008964444444445,14.02658778542026
653,2018-01-12 09:18:28,15.7,15.0075338440282
654,2018-01-12 10:40:08,16.17128888888889,14.794229435069221
655,2018-01-12 12:01:48,15.360999999999999,14.027035553540502
656,2018-01-12 13:23:28,16.1352,14.471662282943726
657,2018-01-12 14:45:08,18.22,16.785195395350456
658,2018-01-12 16:06:48,15.924933333333334,15.330113768577576
659,2018-01-12 17:28:28,18.32,16.189247757196426
660,2018-01-12 18:50:08,17.978988148148147,16.006129791386318
661,2018-01-12 20:11:48,,
662,2018-01-12 21:33:28,,
663,2018-01-12 22:55:08,,
664,2018-01-13 00:16:48,,
665,2018-01-13 01:38:28,,
666,2018-01-13 03:00:08,,
667,2018-01-13 04:21:48,,
668,2018-01-13 05:43:28,,
669,2018-01-13 07:05:08,14.851154814814816,14.486937664696391
670,2018-01-13 08:26:48,14.503617777777778,14.31813853950862
671,2018-01-13 09:48:28,13.672638888888889,13.711607692497116
672,2018-01-13 11:10:08,15.62,14.030200822012764
673,2018-01-13 12:31:48,14.09,13.251541861465999
674,2018-01-13 13:53:28,12.544044444444445,13.015373962266105
675,2018-01-13 15:15:08,13.372955555555556,14.380319173846926
676,2018-01-13 16:36:48,13.979066666666666,13.349130698612758
677,2018-01-13 17:58:28,14.605814814814815,13.12891116851314
678,2018-01-13 19:20:08,14.651185185185184,13.059979339628988
679,2018-01-13 20:41:48,,
680,2018-01-13 22:03:28,,
681,2018-01-13 23:25:08,,
682,2018-01-14 00:46:48,,
683,2018-01-14 02:08:28,,
684,2018-01-14 03:30:08,,
685,2018-01-14 04:51:48,,
686,2018-01-14 06:13:28,,
687,2018-01-14 07:35:08,15.059518518518518,12.439592879671622
688,2018-01-14 08:56:48,15.4116,12.41813736302512
689,2018-01-14 10:18:28,15.793844444444444,13.14734533322709
690,2018-01-14 11:40:08,15.16,13.910727522202901
691,2018-01-14 13:01:48,15.0358,14.84814162339483
692,2018-01-14 14:23:28,14.93,15.186878604548319
693,2018-01-14 15:45:08,14.54,14.886086876903262
694,2018-01-14 17:06:48,15.26,12.445354908704758
695,2018-01-14 18:28:28,15.737477777777778,14.545434275792108
696,2018-01-14 19:50:08,16.404422222222223,15.305165989139068
697,2018-01-14 21:11:48,,
698,2018-01-14 22:33:28,,
699,2018-01-14 23:55:08,,
700,2018-01-15 01:16:48,,
701,2018-01-15 02:38:28,,
702,2018-01-15 04:00:08,,
703,2018-01-15 05:21:48,,
704,2018-01-15 06:43:28,,
705,2018-01-15 08:05:08,22.40692222222222,22.142751409261713
706,2018-01-15 09:26:48,22.538533333333334,20.565898963383265
707,2018-01-15 10:48:28,22.44533333333333,21.545078439371927
708,2018-01-15 12:10:08,21.411244444444442,21.229670303208486
709,2018-01-15 13:31:48,17.1754,13.606038170201439
710,2018-01-15 14:53:28,17.73,17.293266662529536
711,2018-01-15 16:15:08,17.601933333333335,17.04993861062186
712,2018-01-15 17:36:48,17.32791111111111,16.465445017362658
713,2018-01-15 18:58:28,17.182725925925926,16.200594357757772
714,2018-01-15 20:20:08,,
715,2018-01-15 21:41:48,,
716,2018-01-15 23:03:28,,
717,2018-01-16 00:25:08,,
718,2018-01-16 01:46:48,,
719,2018-01-16 03:08:28,,
720,2018-01-16 04:30:08,,
721,2018-01-16 05:51:48,,
722,2018-01-16 07:13:28,15.876059259259259,13.816938421313797
723,2018-01-16 08:35:08,15.74,13.568538599780627
724,2018-01-16 09:56:48,16.79,16.45940443447658
725,2018-01-16 11:18:28,16.29,14.580412453838758
726,2018-01-16 12:40:08,16.64,16.134218525886535
727,2018-01-16 14:01:48,15.8,15.89636594269957
728,2018-01-16 15:23:28,16.073777777777778,16.898836544581822
729,2018-01-16 16:45:08,15.850244444444446,16.13586469207491
730,2018-01-16 18:06:48,15.284017777777779,15.716138880682218
731,2018-01-16 19:28:28,15.204165925925926,15.82924001123668
732,2018-01-16 20:50:08,,
733,2018-01-16 22:11:48,,
734,2018-01-16 23:33:28,,
735,2018-01-17 00:55:08,,
736,2018-01-17 02:16:48,,
737,2018-01-17 03:38:28,,
738,2018-01-17 05:00:08,,
739,2018-01-17 06:21:48,,
740,2018-01-17 07:43:28,14.485499259259258,16.84715018622683
741,2018-01-17 09:05:08,14.3322,14.089229136705399
742,2018-01-17 10:26:48,14.917733333333334,15.286533325910568
743,2018-01-17 11:48:28,13.6,15.133932173252106
744,2018-01-17 13:10:08,13.686488888888888,15.45241150856018
745,2018-01-17 14:31:48,14.47,16.31889694077628
746,2018-01-17 15:53:28,14.72,16.056207648345403
747,2018-01-17 17:15:08,13.62,17.501541716711863
748,2018-01-17 18:36:48,13.684775757575757,17.4701309846393
749,2018-01-17 19:58:28,13.763967676767676,17.288947428480306
750,2018-01-17 21:20:08,,
751,2018-01-17 22:41:48,,
752,2018-01-18 00:03:28,,
753,2018-01-18 01:25:08,,
754,2018-01-18 02:46:48,,
755,2018-01-18 04:08:28,,
756,2018-01-18 05:30:08,,
757,2018-01-18 06:51:48,,
758,2018-01-18 08:13:28,14.476694949494949,15.658295423049351
759,2018-01-18 09:35:08,14.55588686868687,15.477111866890356
760,2018-01-18 10:56:48,13.512933333333333,22.03810821260725
761,2018-01-18 12:18:28,13.462288888888889,16.63627549580165
762,2018-01-18 13:40:08,17.615333333333332,18.53389252935137
763,2018-01-18 15:01:48,22.567999999999998,22.4055928673063
764,2018-01-18 16:23:28,17.875555555555554,17.672403744288854
765,2018-01-18 17:45:08,18.004016296296296,17.605406478753586
766,2018-01-18 19:06:48,17.80983111111111,17.421244731305336
767,2018-01-18 20:28:28,,
768,2018-01-18 21:50:08,,
769,2018-01-18 23:11:48,,
770,2018-01-19 00:33:28,,
771,2018-01-19 01:55:08,,
772,2018-01-19 03:16:48,,
773,2018-01-19 04:38:28,,
774,2018-01-19 06:00:08,,
775,2018-01-19 07:21:48,16.062164444444445,15.763789004271064
776,2018-01-19 08:43:28,15.825933333333333,15.214356669357844
777,2018-01-19 10:05:08,15.52208888888889,15.454479760357312
778,2018-01-19 11:26:48,15.69,14.839147606066295
779,2018-01-19 12:48:28,15.96,15.255554978336606
780,2018-01-19 14:10:08,15.62,13.689304172992706
781,2018-01-19 15:31:48,15.37,15.733941346406937
782,2018-01-19 16:53:28,15.72,15.51137861609459
783,2018-01-19 18:15:08,15.641267407407408,13.350215414971537
784,2018-01-19 19:36:48,15.498804444444445,13.028417275415212
785,2018-01-19 20:58:28,,
786,2018-01-19 22:20:08,,
787,2018-01-19 23:41:48,,
788,2018-01-20 01:03:28,,
789,2018-01-20 02:25:08,,
790,2018-01-20 03:46:48,,
791,2018-01-20 05:08:28,,
792,2018-01-20 06:30:08,,
793,2018-01-20 07:51:48,14.216637777777779,10.132234019408294
794,2018-01-20 09:13:28,14.185911111111112,12.077848153454918
795,2018-01-20 10:35:08,14.235622222222222,14.403245227677482
796,2018-01-20 11:56:48,13.73,12.943607415471758
797,2018-01-20 13:18:28,13.533066666666667,12.257865098970276
798,2018-01-20 14:40:08,13.53,13.201825218541282
799,2018-01-20 16:01:48,14.5184,13.602504909038544
800,2018-01-20 17:23:28,13.15,12.140952927725655
801,2018-01-20 18:45:08,13.169200740740742,12.179353205937344
802,2018-01-20 20:06:48,,
803,2018-01-20 21:28:28,,
804,2018-01-20 22:50:08,,
805,2018-01-21 00:11:48,,
806,2018-01-21 01:33:28,,
807,2018-01-21 02:55:08,,
808,2018-01-21 04:16:48,,
809,2018-01-21 05:38:28,,
810,2018-01-21 07:00:08,13.357034074074075,12.677252904781232
811,2018-01-21 08:21:48,13.377904444444445,12.732575093541666
812,2018-01-21 09:43:28,13.38,12.958398291042872
813,2018-01-21 11:05:08,12.93,12.497931923185076
814,2018-01-21 12:26:48,13.3052,13.175407656601497
815,2018-01-21 13:48:28,13.17088888888889,13.232271115694727
816,2018-01-21 15:10:08,13.433244444444444,11.67315902028765
817,2018-01-21 16:31:48,12.333200000000001,10.57277415054185
818,2018-01-21 17:53:28,11.66701037037037,11.108677449384572
819,2018-01-21 19:15:08,11.900214074074073,11.478440668345627
820,2018-01-21 20:36:48,,
821,2018-01-21 21:58:28,,
822,2018-01-21 23:20:08,,
823,2018-01-22 00:41:48,,
824,2018-01-22 02:03:28,,
825,2018-01-22 03:25:08,,
826,2018-01-22 04:46:48,,
827,2018-01-22 06:08:28,,
828,2018-01-22 07:30:08,13.999047407407406,14.80630963899513
829,2018-01-22 08:51:48,14.17,14.985372445413045
830,2018-01-22 10:13:28,14.3116,12.48415751542364
831,2018-01-22 11:35:08,14.16,14.257843864815575
832,2018-01-22 12:56:48,13.66,15.988431549072265
833,2018-01-22 14:18:28,15.04,14.441061151879174
834,2018-01-22 15:40:08,14.81,14.078816311700004
835,2018-01-22 17:01:48,14.85,14.363046484334129
836,2018-01-22 18:23:28,14.656925925925925,11.39574542175537
837,2018-01-22 19:45:08,14.362018518518518,11.450486339875873
838,2018-01-22 21:06:48,,
839,2018-01-22 22:28:28,,
840,2018-01-22 23:50:08,,
841,2018-01-23 01:11:48,,
842,2018-01-23 02:33:28,,
843,2018-01-23 03:55:08,,
844,2018-01-23 05:16:48,,
845,2018-01-23 06:38:28,,
846,2018-01-23 08:00:08,11.707851851851851,11.943154602960387
847,2018-01-23 09:21:48,12.69,11.494418406060763
848,2018-01-23 10:43:28,12.908444444444443,12.469641310828072
849,2018-01-23 12:05:08,12.431444444444445,11.495232782193593
850,2018-01-23 13:26:48,13.596,11.153898672262828
851,2018-01-23 14:48:28,12.33,12.187955524240222
852,2018-01-23 16:10:08,13.202222222222222,12.782516717910767
853,2018-01-23 17:31:48,13.71442,13.009782801942803
854,2018-01-23 18:53:28,13.461253333333334,12.78177288344121
855,2018-01-23 20:15:08,,
856,2018-01-23 21:36:48,,
857,2018-01-23 22:58:28,,
858,2018-01-24 00:20:08,,
859,2018-01-24 01:41:48,,
860,2018-01-24 03:03:28,,
861,2018-01-24 04:25:08,,
862,2018-01-24 05:46:48,,
863,2018-01-24 07:08:28,11.182753333333332,10.729683616926884
864,2018-01-24 08:30:08,10.93,10.501673698425293
865,2018-01-24 09:51:48,23.09,22.31456956267357
866,2018-01-24 11:13:28,23.1,21.99466997385025
867,2018-01-24 12:35:08,12.03,12.444805427392325
868,2018-01-24 13:56:48,22.4296,21.893912042890275
869,2018-01-24 15:18:28,15.408844444444444,15.55914917588234
870,2018-01-24 16:40:08,18.02928888888889,14.126740221466337
871,2018-01-24 18:01:48,16.62684,14.388818605074668
872,2018-01-24 19:23:28,15.848284444444444,13.774959652627249
873,2018-01-24 20:45:08,,
874,2018-01-24 22:06:48,,
875,2018-01-24 23:28:28,,
876,2018-01-25 00:50:08,,
877,2018-01-25 02:11:48,,
878,2018-01-25 03:33:28,,
879,2018-01-25 04:55:08,,
880,2018-01-25 06:16:48,,
881,2018-01-25 07:38:28,8.841284444444444,8.250229080600478
882,2018-01-25 09:00:08,8.349955555555555,9.0826264832701
883,2018-01-25 10:21:48,9.2556,10.979497243251119
884,2018-01-25 11:43:28,9.99,10.67377597945077
885,2018-01-25 13:05:08,9.071711111111112,9.75551397204399
886,2018-01-25 14:26:48,8.91,10.244690818446022
887,2018-01-25 15:48:28,9.3,10.862157080854688
888,2018-01-25 17:10:08,9.82,11.718176330838885
889,2018-01-25 18:31:48,10.107713333333333,11.23868449752647
890,2018-01-25 19:53:28,10.487917037037038,11.449732802066757
891,2018-01-25 21:15:08,,
892,2018-01-25 22:36:48,,
893,2018-01-25 23:58:28,,
894,2018-01-26 01:20:08,,
895,2018-01-26 02:41:48,,
896,2018-01-26 04:03:28,,
897,2018-01-26 05:25:08,,
898,2018-01-26 06:46:48,,
899,2018-01-26 08:08:28,13.909750370370372,13.349167542929333
900,2018-01-26 09:30:08,13.52,12.93268370628357
901,2018-01-26 10:51:48,14.5,13.375838892800468
902,2018-01-26 12:13:28,14.25,13.632613931383405
903,2018-01-26 13:35:08,13.456244444444444,14.144670203328133
904,2018-01-26 14:56:48,14.31,10.304171085357666
905,2018-01-26 16:18:28,14.191600000000001,12.734060198068619
906,2018-01-26 17:40:08,13.347777777777779,12.71569251661052
907,2018-01-26 19:01:48,13.0075,12.44068315985361
908,2018-01-26 20:23:28,,
909,2018-01-26 21:45:08,,
910,2018-01-26 23:06:48,,
911,2018-01-27 00:28:28,,
912,2018-01-27 01:50:08,,
913,2018-01-27 03:11:48,,
914,2018-01-27 04:33:28,,
915,2018-01-27 05:55:08,,
916,2018-01-27 07:16:48,9.945,9.96559894904141
917,2018-01-27 08:38:28,9.64,9.910748494522911
918,2018-01-27 10:00:08,12.536177777777777,10.772348855222974
919,2018-01-27 11:21:48,12.35,11.687756423439298
920,2018-01-27 12:43:28,13.07,10.89024611881801
921,2018-01-27 14:05:08,10.96,12.869670467717308
922,2018-01-27 15:26:48,10.915333333333333,13.054542877844401
923,2018-01-27 16:48:28,11.657355555555556,11.662642906819071
924,2018-01-27 18:10:08,10.939241481481481,10.119567956687149
925,2018-01-27 19:31:48,11.019093333333334,10.273458125820092
926,2018-01-27 20:53:28,,
927,2018-01-27 22:15:08,,
928,2018-01-27 23:36:48,,
929,2018-01-28 00:58:28,,
930,2018-01-28 02:20:08,,
931,2018-01-28 03:41:48,,
932,2018-01-28 05:03:28,,
933,2018-01-28 06:25:08,,
934,2018-01-28 07:46:48,11.73776,11.658469648016572
935,2018-01-28 09:08:28,11.796933333333333,10.301033613937241
936,2018-01-28 10:30:08,9.9708,10.349928941045489
937,2018-01-28 11:51:48,10.15,10.94990987437112
938,2018-01-28 13:13:28,10.153288888888888,10.209177958113807
939,2018-01-28 14:35:08,8.95,9.622899653656143
940,2018-01-28 15:56:48,9.47,9.493374620165143
941,2018-01-28 17:18:28,10.84,10.993143032704081
942,2018-01-28 18:40:08,10.760515555555555,11.001431696081614
943,2018-01-28 20:01:48,,
944,2018-01-28 21:23:28,,
945,2018-01-28 22:45:08,,
946,2018-01-29 00:06:48,,
947,2018-01-29 01:28:28,,
948,2018-01-29 02:50:08,,
949,2018-01-29 04:11:48,,
950,2018-01-29 05:33:28,,
951,2018-01-29 06:55:08,,
952,2018-01-29 08:16:48,9.83496,10.677516274542604
953,2018-01-29 09:38:28,9.99,10.621568879910878
954,2018-01-29 11:00:08,9.48,9.735444937433515
955,2018-01-29 12:21:48,9.836066666666667,9.395232658301081
956,2018-01-29 13:43:28,9.474844444444445,10.348274282046727
957,2018-01-29 15:05:08,9.788022222222223,11.672593419040952
958,2018-01-29 16:26:48,9.345866666666668,12.512929861034666
959,2018-01-29 17:48:28,9.29446,10.975028964298032
960,2018-01-29 19:10:08,9.269960000000001,10.870443158805088
961,2018-01-29 20:31:48,,
962,2018-01-29 21:53:28,,
963,2018-01-29 23:15:08,,
964,2018-01-30 00:36:48,,
965,2018-01-30 01:58:28,,
966,2018-01-30 03:20:08,,
967,2018-01-30 04:41:48,,
968,2018-01-30 06:03:28,,
969,2018-01-30 07:25:08,9.04946,9.929170909368597
970,2018-01-30 08:46:48,9.03,9.637403360434941
971,2018-01-30 10:08:28,10.03331111111111,9.88308674948556
972,2018-01-30 11:30:08,9.63,11.415172295910972
973,2018-01-30 12:51:48,9.49,10.658069960276286
974,2018-01-30 14:13:28,9.82,10.17892103110041
975,2018-01-30 15:35:08,12.55,12.347197732755117
976,2018-01-30 16:56:48,13.03,10.909135477883476
